"name","caption","isglobal","note"
"Truck Door - Impact - Heavy01",,,
"Truck Door - Impact - Heavy02",,,
"Truck Door - Impact - Heavy03",,,
"Truck Door - Move - Loop End01",,,
"Truck Door - Move - Loop End02",,,
"Truck Door - Move - Loop End03",,,
"Truck Door - Move - Loop Start01",,,
"Truck Door - Move - Loop Start02",,,
"Truck Door - Move - Loop Start03",,,
"truck door message attention","[truck notification beeping]",,
"truck door message recieved",,,
"truck door press",,,
"truck door type",,,
"truck engine start fail01","[truck engine attempting to start]",,
"truck engine start fail02","[truck engine attempting to start]",,
"truck engine start fail03","[truck engine attempting to start]",,
"truck engine start fail04","[truck engine attempting to start]",,
"truck engine start success","[truck engine running]",,
"truck healer close",,,
"truck healer loop",,,
"truck healer open",,,
"truck return global",,,
"truck return",,,
"tutorial door move","[door sound]",,
"tutorial door open start",,,
"tutorial dummy warning",,,
"tutorial latch end",,,
"tutorial latch start",,,
"tutorial progress down",,,
"tutorial progress up",,,
"tutorial screen rotate end",,,
"tutorial screen rotate start",,,
"tutorial succes","[success sound]",,
"tv music","[music playing from TV]",,
"tv turn off","[tv powers off]",,
"tv turn on","[tv powers on]",,
"ui cosmetic menu add preset",,,
"ui cosmetic menu click",,,
"ui cosmetic menu drop down intro",,,
"ui cosmetic menu drop down outro",,,
"ui cosmetic menu hover over",,,
"ui cosmetic menu remove preset",,,
"ui cosmetic menu reveal",,,
"ui cosmetic world object added",,,
"ui discover cosmetic - common",,,
"ui discover cosmetic - rare",,,
"ui discover cosmetic - ultra rare",,,
"ui discover cosmetic - uncommon",,,
"ui discover",,,
"ui inventory equip",,,
"ui inventory unequip",,,
"ui moon attribute01",,,
"ui moon attribute02",,,
"ui moon hide",,,
"ui moon show",,,
"ui moon title",,,
"ui moon turn end",,,
"ui moon turn start",,,
"ui moon turn turning",,,
"ui token add02","[coin insert sound]",,
"ui token remove03",,,
"untitled - Barrel - Break - Heavy01_3",,,
"untitled - Barrel - Break - Heavy02_3",,,
"untitled - Barrel - Break - Heavy03_3",,,
"untitled - Barrel - Break - Light01_3",,,
"untitled - Barrel - Break - Light02_3",,,
"untitled - Barrel - Break - Light03_3",,,
"untitled - Barrel - Break - Medium01_3",,,
"untitled - Barrel - Break - Medium02_3",,,
"untitled - Barrel - Break - Medium03_3",,,
"untitled - Barrel - Impact - Heavy01_3",,,
"untitled - Barrel - Impact - Heavy02_3",,,
"untitled - Barrel - Impact - Heavy03_3",,,
"untitled - Barrel - Impact - Light01_3",,,
"untitled - Barrel - Impact - Light02_3",,,
"untitled - Barrel - Impact - Light03_3",,,
"untitled - Barrel - Impact - Medium01_3",,,
"untitled - Barrel - Impact - Medium02_3",,,
"untitled - Barrel - Impact - Medium03_3",,,
"untitled - Fire Extinguisher - Impact - Heavy01_2",,,
"untitled - Fire Extinguisher - Impact - Heavy02_2",,,
"untitled - Fire Extinguisher - Impact - Heavy03_2",,,
"untitled - Fire Extinguisher - Impact - Light01_2",,,
"untitled - Fire Extinguisher - Impact - Light02_2",,,
"untitled - Fire Extinguisher - Impact - Light03_2",,,
"untitled - Fire Extinguisher - Impact - Medium01_2",,,
"untitled - Fire Extinguisher - Impact - Medium02_2",,,
"untitled - Fire Extinguisher - Impact - Medium03_2",,,
"untitled - Flesh Medium - Impact - Heavy01",,,
"untitled - Flesh Medium - Impact - Heavy02",,,
"untitled - Flesh Medium - Impact - Heavy03",,,
"untitled - Flesh Medium - Impact - Light01",,,
"untitled - Flesh Medium - Impact - Light02",,,
"untitled - Flesh Medium - Impact - Light03",,,
"untitled - Flesh Medium - Impact - Medium01",,,
"untitled - Flesh Medium - Impact - Medium02",,,
"untitled - Flesh Medium - Impact - Medium03",,,
"untitled - Glass Small - Impact - Heavy01",,,
"untitled - Glass Small - Impact - Heavy02",,,
"untitled - Glass Small - Impact - Heavy03",,,
"untitled - Glass Small - Impact - Light01",,,
"untitled - Glass Small - Impact - Light02",,,
"untitled - Glass Small - Impact - Light03",,,
"untitled - Glass Small - Impact - Medium01",,,
"untitled - Glass Small - Impact - Medium02",,,
"untitled - Glass Small - Impact - Medium03",,,
"untitled - phys - vhs - Break - Light01",,,
"untitled - phys - vhs - Break - Light02",,,
"untitled - phys - vhs - Break - Light03",,,
"untitled - phys - vhs - Destroy01","[vhs tape breaking]",,
"untitled - phys - vhs - Impact - Heavy01",,,
"untitled - phys - vhs - Impact - Heavy02",,,
"untitled - phys - vhs - Impact - Heavy03",,,
"untitled - phys - vhs - Impact - Light01",,,
"untitled - phys - vhs - Impact - Light02",,,
"untitled - phys - vhs - Impact - Light03",,,
"untitled - phys - vhs - Impact - Medium01",,,
"untitled - phys - vhs - Impact - Medium02",,,
"untitled - phys - vhs - Impact - Medium03",,,
"untitled - Physics - Impacts - Leather Medium - Break - Heavy01",,,
"untitled - Physics - Impacts - Leather Medium - Break - Heavy02",,,
"untitled - Physics - Impacts - Leather Medium - Break - Heavy03",,,
"untitled - Physics - Impacts - Leather Medium - Break - Light01",,,
"untitled - Physics - Impacts - Leather Medium - Break - Light02",,,
"untitled - Physics - Impacts - Leather Medium - Break - Light03",,,
"untitled - Physics - Impacts - Leather Medium - Break - Medium01",,,
"untitled - Physics - Impacts - Leather Medium - Break - Medium02",,,
"untitled - Physics - Impacts - Leather Medium - Break - Medium03",,,
"untitled - Pill Bottle - Break - Light01",,,
"untitled - Pill Bottle - Break - Light02",,,
"untitled - Pill Bottle - Break - Light03",,,
"untitled - Pill Bottle - Destroy01","[pill bottle breaking]",,
"untitled - Pill Bottle - Impact - Heavy01",,,
"untitled - Pill Bottle - Impact - Heavy02",,,
"untitled - Pill Bottle - Impact - Heavy03",,,
"untitled - Pill Bottle - Impact - Light01",,,
"untitled - Pill Bottle - Impact - Light02",,,
"untitled - Pill Bottle - Impact - Light03",,,
"untitled - Pill Bottle - Impact - Medium01",,,
"untitled - Pill Bottle - Impact - Medium02",,,
"untitled - Pill Bottle - Impact - Medium03",,,
"upgrade extra jump01",,,
"upgrade extra jump02",,,
"upgrade extra jump03",,,
"upgrade stand harsh stop",,,
"upgrade stand hatch close",,,
"upgrade stand hatch open",,,
"upgrade stand roller beep",,,
"upgrade stand roller light off",,,
"upgrade stand roller light on",,,
"upgrade stand rolling start",,,
"upgrade stand rolling",,,
"upgrade tumble launch01",,,
"upgrade tumble launch02",,,
"upgrade tumble launch03",,,
"upgrade tumble wings loop",,,
"uranium toxic cloud big",,,
"uranium toxic cloud small",,,
"VacuumCleanerLoop","[vacuum cleaner running]",,
"valuable arctic camera shoot","[camera beeps]",,
"valuable arctic guitar_01","[guitar low]",,
"valuable arctic guitar_02","[guitar low]",,
"valuable arctic guitar_03","[guitar low]",,
"valuable arctic guitar_04","[guitar low]",,
"valuable arctic guitar_05","[guitar mid]",,
"valuable arctic guitar_06","[guitar mid]",,
"valuable arctic guitar_07","[guitar mid]",,
"valuable arctic guitar_08","[guitar mid]",,
"valuable arctic guitar_09","[guitar high]",,
"valuable arctic guitar_10","[guitar high]",,
"valuable arctic guitar_11","[guitar high]",,
"valuable arctic guitar_12","[guitar high]",,
"valuable baby head crying loop","[baby head crying]",,
"valuable baby head crying start01","[baby head starts crying]",,
"valuable baby head crying start02","[baby head starts crying]",,
"valuable baby head crying start03","[baby head starts crying]",,
"valuable baby head crying stop01","[baby head stops crying]",,
"valuable baby head crying stop02","[baby head stops crying]",,
"valuable baby head crying stop03","[baby head stops crying]",,
"valuable blender blend loop empty","[blender running]",,
"valuable blender blend loop full","[blender running]",,
"valuable blender blend loop stuck","[blender running]",,
"valuable blender blend start","[blender starting]",,
"valuable blender blend stop","[blender stopping]",,
"valuable car engine horn","[toy car honking]",,
"valuable car engine loop","[toy car engine running]",,
"valuable car engine start","[toy car engine starting]",,
"valuable car engine stop","[toy car engine stopping]",,
"valuable cauldron box destroy01","[cauldron box breaking]",,
"valuable cocktail spill01","[cocktail spilling]",,
"valuable cocktail spill02","[cocktail spilling]",,
"valuable cocktail spill03","[cocktail spilling]",,
"valuable crystal ball loop",,,
"valuable egg crack01","[egg cracking]",,
"valuable egg crack02","[egg cracking]",,
"valuable egg crack03","[egg cracking]",,
"valuable egg scream","[egg screaming]",,
"valuable fan loop","[fan whirring]","true",
"valuable fan off button","[fan turning off]",,
"valuable fan on button","[fan turning on]",,
"valuable fire extinguisher end","[fire extinguisher handle releasing]",,
"valuable fire extinguisher loop","[fire extinguisher hissing]",,
"valuable fire extinguisher start","[fire extinguisher handle engaging]",,
"valuable flamethrower loop end","[flamethrower valve closing]",,
"valuable flamethrower loop start","[flamethrower valve opening]",,
"valuable flamethrower loop","[flamethrower roaring]",,
"valuable gumball close01",,,
"valuable gumball close02",,,
"valuable gumball close03",,,
"valuable gumball loop",,,
"valuable gumball open01",,,
"valuable gumball open02",,,
"valuable gumball open03",,,
"valuable hour glass loop",,,
"valuable jackhammer loop hit","[jackhammer hitting]",,
"valuable jackhammer loop","[jackhammer pounding]",,
"valuable jackhammer start","[jackhammer starts]",,
"valuable jackhammer stop","[jackhammer stops]",,
"valuable levitation potion loop",,,
"valuable milk slosh01","[milk sloshes]",,
"valuable milk slosh02","[milk sloshes]",,
"valuable milk slosh03","[milk sloshes]",,
"valuable milk slosh04","[milk sloshes]",,
"valuable milk slosh05","[milk sloshes]",,
"valuable milk slosh06","[milk sloshes]",,
"valuable milk slosh07","[milk sloshes]",,
"valuable milk slosh08","[milk sloshes]",,
"valuable milk slosh09","[milk sloshes]",,
"valuable milk slosh10","[milk sloshes]",,
"valuable monkeybox pickup01","[monkey box]: Ooh... ooh...",,
"valuable monkeybox pickup02","[monkey box honking]",,
"valuable monkeybox pickup03","[monkey box]: Uh oh!",,
"valuable monkeybox pickup04",,,
"valuable monkeybox pickup05",,,
"valuable monkeybox pickup06",,,
"valuable monkeybox pickup07",,,
"valuable monkeybox pickup08",,,
"valuable monkeybox pickup09","[monkey box]: Oh, oh, oh.",,
"valuable old camera flash","[camera shutter sound]",,
"valuable pill bottle shake01","[pill bottle rattles]",,
"valuable pill bottle shake02","[pill bottle rattles]",,
"valuable pill bottle shake03","[pill bottle rattles]",,
"valuable plane crank loop",,,
"valuable plane fly loop",,,
"valuable scale error","[scale: error sound]",,
"valuable scale loser","[scale: loser sound]",,
"valuable scale winner","[scale: winner sound]",,
"valuable spider potion crawling loop",,,
"valuable star wand buildup01",,,
"valuable star wand buildup02",,,
"valuable star wand buildup03",,,
"valuable star wand explosion01","[explosion!]",,
"valuable star wand explosion02","[explosion!]",,
"valuable star wand explosion03","[explosion!]",,
"valuable star wand launch01",,,
"valuable star wand launch02",,,
"valuable star wand launch03",,,
"valuable star wand sparkle01",,,
"valuable star wand sparkle02",,,
"valuable star wand sparkle03",,,
"valuable star wand travel loop",,,
"valuable teeth spring loop",,,
"valuable tracker beep","[valuable tracker beeping]",,
"valuable tracker digit swap",,,
"valuable tracker target found","[valuable tracker target found]",,
"valuable tracker target lost","[valuable tracker target lost]",,
"valuable traffic light flicker off01",,,
"valuable traffic light flicker off02",,,
"valuable traffic light flicker off03",,,
"valuable traffic light flicker on01",,,
"valuable traffic light flicker on02",,,
"valuable traffic light flicker on03",,,
"valuable traffic light pshhhh",,,
"valuable traffic light tic fast loop",,,
"valuable traffic light tic slow loop",,,
"valuable unicorn horn destroy",,,
"valuable_piano_C3","[low piano note]",,
"valuable_piano_C4","[low piano note]",,
"valuable_piano_C5","[piano note]",,
"valuable_piano_C6","[piano note]",,
"valuable_piano_C7","[high piano note]",,
"valuable_piano_C8","[high piano note]",,
"valuable_piano_E3","[low piano note]",,
"valuable_piano_E4","[low piano note]",,
"valuable_piano_E5","[piano note]",,
"valuable_piano_E6","[piano note]",,
"valuable_piano_E7","[high piano note]",,
"valuable_piano_E8","[high piano note]",,
"valuable_piano_G#3","[low piano note]",,
"valuable_piano_G#4","[low piano note]",,
"valuable_piano_G#5","[piano note]",,
"valuable_piano_G#6","[piano note]",,
"valuable_piano_G#7","[high piano note]",,
"valuable_piano_G#8","[high piano note]",,
"voidstaff",,,
"wardrobe close heavy01",,,
"wardrobe close heavy02",,,
"wardrobe close heavy03",,,
"wardrobe close01",,,
"wardrobe close02",,,
"wardrobe close03",,,
"wardrobe open01",,,
"wardrobe open02",,,
"wardrobe open03",,,
"wizard door close heavy01",,,
"wizard door close heavy02",,,
"wizard door close heavy03",,,
"wizard door close01",,,
"wizard door close02",,,
"wizard door close03",,,
"wizard door hinge break01",,,
"wizard door hinge break02",,,
"wizard door hinge break03",,,
"wizard door move end01",,,
"wizard door move end02",,,
"wizard door move end03",,,
"wizard door move loop",,,
"wizard door open01",,,
"wizard door open02",,,
"wizard door open03",,,
"Wood - Slide Loop- Medium",,,
"Wood hollow Big - Break - Heavy01",,,
"Wood hollow Big - Break - Heavy02",,,
"Wood hollow Big - Break - Heavy03",,,
"Wood hollow Big - Break - Light01",,,
"Wood hollow Big - Break - Light02",,,
"Wood hollow Big - Break - Light03",,,
"Wood hollow Big - Break - Medium01",,,
"Wood hollow Big - Break - Medium02",,,
"Wood hollow Big - Break - Medium03",,,
"Wood hollow Big - Destroy01","[wooden object breaking]",,
"Wood hollow Big - Destroy02","[wooden object breaking]",,
"Wood hollow Big - Destroy03","[wooden object breaking]",,
"Wood Hollow Big - Impact - Heavy01",,,
"Wood Hollow Big - Impact - Heavy02",,,
"Wood Hollow Big - Impact - Heavy03",,,
"Wood hollow Big - Impact - Light01",,,
"Wood Hollow Big - Impact - Light02",,,
"Wood Hollow Big - Impact - Light03",,,
"Wood Hollow Big - Impact - Medium01",,,
"Wood Hollow Big - Impact - Medium02",,,
"Wood Hollow Big - Impact - Medium03",,,
"Wood hollow Medium - Break- Heavy01",,,
"Wood hollow Medium - Break- Heavy02",,,
"Wood hollow Medium - Break- Heavy03",,,
"Wood hollow Medium - Break- Light01",,,
"Wood hollow Medium - Break- Light02",,,
"Wood hollow Medium - Break- Light03",,,
"Wood hollow Medium - Break- Medium01",,,
"Wood hollow Medium - Break- Medium02",,,
"Wood hollow Medium - Break- Medium03",,,
"Wood hollow Medium - Destroy01","[wooden object breaking]",,
"Wood hollow Medium - Destroy02","[wooden object breaking]",,
"Wood hollow Medium - Destroy03","[wooden object breaking]",,
"Wood Hollow Medium - Impact - Heavy01",,,
"Wood Hollow Medium - Impact - Heavy02",,,
"Wood Hollow Medium - Impact - Heavy03",,,
"Wood hollow Medium - Impact - Light01",,,
"Wood Hollow Medium - Impact - Light02",,,
"Wood Hollow Medium - Impact - Light03",,,
"Wood Hollow Medium - Impact - Medium01",,,
"Wood Hollow Medium - Impact - Medium02",,,
"Wood Hollow Medium - Impact - Medium03",,,
"Wood Hollow Small - Break - Heavy01",,,
"Wood Hollow Small - Break - Heavy02",,,
"Wood Hollow Small - Break - Heavy03",,,
"Wood Hollow Small - Break - Light01",,,
"Wood Hollow Small - Break - Light02",,,
"Wood Hollow Small - Break - Light03",,,
"Wood Hollow Small - Break - Medium01",,,
"Wood Hollow Small - Break - Medium02",,,
"Wood Hollow Small - Break - Medium03",,,
"Wood Hollow Small - Destroy01","[wooden object breaking]",,
"Wood Hollow Small - Destroy02","[wooden object breaking]",,
"Wood Hollow Small - Destroy03","[wooden object breaking]",,
"world01_footstep_grass01_new",,,
"world01_footstep_grass02_new",,,
"world01_footstep_grass03_new",,,
